etID  | Input | Balkan Romance | Common Romanian | Output {GOLD}
838    | #frˈankum# | *#frˈanku# | *#fɾˈənku# | *#frˈɨnk# {GOLD: #frˈɨnk#}
839    | #ɡrˈae̯kum# | *#ɡrˈɛku# | *#ɡɾˈeku# | *#ɡrˈek# {GOLD: #ɡrˈek#}
840    | #hˈospitem# | *#ˈospete# | *#o̯ˈaspete# | *#o̯ˈaspete# {GOLD: #o̯ˈaspete#}
841    | #hospitˈaː# | *#ospetˈa# | *#ospetˈa# | *#ospətˈa# {GOLD: #ospətˈa#}
842    | #jˈuːdeks# | *#ɟ͡ʑˈude# | *#d͡ʒˈude# | *#ʒˈude# {GOLD: #ʒˈudek#}
843    | #juːdˈikium# | *#ɟ͡ʑudˈet͡sʲu# | *#d͡ʒudˈet͡su# | *#ʒudˈet͡s# {GOLD: #ʒudˈet͡s#}
844    | #juːraːmˈentum# | *#ɟ͡ʑuramˈɛntu# | *#d͡ʒuɾəmˈentu# | *#ʒurəmˈɨnt# {GOLD: #ʒurəmˈɨnt#}
845    | #juːrˈaː# | *#ɟ͡ʑurˈa# | *#d͡ʒuɾˈa# | *#ʒurˈa# {GOLD: #ʒurˈa#}
846    | #lawdˈaː# | *#lawdˈa# | *#ləwdˈa# | *#ləwdˈa# {GOLD: #ləwdˈa#}
847    | #lˈawdem# | *#lˈawde# | *#lˈawde# | *#lˈawde# {GOLD: #lˈawdə#}
848    | #lˈeːɡem# | *#lˈeɟ͡ʑe# | *#le̯ˈad͡ʒe# | *#lˈed͡ʒe# {GOLD: #lˈed͡ʒe#}
849    | #liɡaːmˈentum# | *#leɡamˈɛntu# | *#leɡəmˈentu# | *#leɡəmˈɨnt# {GOLD: #leɡəmˈɨnt#}
850    | #potˈentiam# | *#potˈɛnt͡sʲa# | *#putˈent͡sə# | *#putˈint͡sə# {GOLD: #putˈint͡sə#}
851    | #saluːtˈaː# | *#salutˈa# | *#səɾutˈa# | *#sərutˈa# {GOLD: #sərutˈa#}
852    | #sklˈawum# | *#sklˈau# | *#skʎˈaw# | *#ʃkjˈaw# {GOLD: #ʃkjˈaw#}
853    | #wiːkiːnitˈaːtem# | *#vic͡ɕinetˈate# | *#vet͡ʃinetˈate# | *#vet͡ʃinətˈate# {GOLD: #vet͡ʃinətˈate#}
854    | #wiktimˈaː# | *#vetemˈa# | *#vetemˈa# | *#vitemˈa# {GOLD: #vətəmˈa#}
855    | #neae̯stimˈaːtum# | *#njɛstemˈatu# | *#ɲestemˈatu# | *#nestemˈat# {GOLD: #nestemˈat#}
856    | #komparˈaː# | *#komparˈa# | *#kumpəɾˈa# | *#kumpərˈa# {GOLD: #kumpərˈa#}
857    | #fuːrˈaː# | *#furˈa# | *#fuɾˈa# | *#furˈa# {GOLD: #furˈa#}
858    | #fˈuːrem# | *#fˈure# | *#fˈuɾe# | *#fˈure# {GOLD: #fˈur#}
859    | #improːmuːtuˈaː# | *#empromutˈa# | *#empɾumutˈa# | *#ɨmprumutˈa# {GOLD: #ɨmprumutˈa#}
860    | #lewˈaː# | *#lbˈa# | *#lbˈa# | *#lbˈa# {GOLD: #lwˈa#}
861    | #neɡoːtiaːtˈoːrem# | *#neɡoc͡ɕatˈor# | *#neɡut͡ʃətˈor# | *#neɡut͡ʃətˈor# {GOLD: #neɡut͡sətˈor#}
862    | #neɡˈoːtium# | *#neɡˈot͡sʲu# | *#neɡˈot͡su# | *#neɡˈot͡s# {GOLD: #neɡˈot͡s#}
863    | #pˈerde# | *#pˈɛrde# | *#pje̯ˈarde# | *#pjˈerde# {GOLD: #pjˈerde#}
864    | #prˈetium# | *#prˈɛt͡sʲu# | *#pɾˈet͡su# | *#prˈet͡s# {GOLD: #prˈet͡s#}
865    | #wˈende# | *#vˈɛnde# | *#vˈende# | *#vˈinde# {GOLD: #vˈinde#}
866    | #ˈanɡelum# | *#ˈanɟ͡ʑelu# | *#ˈənd͡ʒeɾu# | *#ˈɨnd͡ʒer# {GOLD: #ˈɨnd͡ʒer#}
867    | #krˌistˈɛːnu# | *#krestˈɛnu# | *#kɾeʃtˈenu# | *#kreʃtˈin# {GOLD: #kreʃtˈin#}
868    | #krˈukem# | *#krˈuc͡ɕe# | *#kɾˈut͡ʃe# | *#krˈut͡ʃe# {GOLD: #krˈut͡ʃe#}
869    | #dˈeum# | *#dˈɛw̥# | *#d͡zˈew̥# | *#zˈew# {GOLD: #zˈew#}
870    | #drakˈoːnem# | *#drakˈone# | *#dɾəkˈune# | *#drəkˈune# {GOLD: #drˈak#}
871    | #jejuːnˈaː# | *#jeɟ͡ʑunˈa# | *#jed͡ʒunˈa# | *#jeʒunˈa# {GOLD: #aʒunˈa#}
872    | #inklinˈaː# | *#enklenˈa# | *#enkʎinˈa# | *#ɨnkjinˈa# {GOLD: #ɨnkjinˈa#}
873    | #inkliːnaːtiˈoːnem# | *#enklinac͡ɕˈone# | *#enkʎinət͡ʃˈune# | *#ɨnkjinət͡ʃˈune# {GOLD: #ɨnkjinət͡ʃˈune#}
874    | #liːbertˈaː# | *#ljertˈa# | *#ʎertˈa# | *#jertˈa# {GOLD: #jertˈa#}
875    | #miːriˈoːnem# | *#mirˈone# | *#miɾˈune# | *#minˈune# {GOLD: #minˈune#}
876    | #oːraːtiˈoːnem# | *#orac͡ɕˈone# | *#uɾət͡ʃˈune# | *#urət͡ʃˈune# {GOLD: #urət͡ʃˈune#}
877    | #paːɡaːnitˈaːtem# | *#paɡanetˈate# | *#pəɡənetˈate# | *#pəɡɨnətˈate# {GOLD: #pəɡɨnətˈate#}
878    | #pekkˈaːtum# | *#pekˈatu# | *#pekˈatu# | *#pəkˈat# {GOLD: #pəkˈat#}
879    | #pˈopulum# | *#pˈopulu# | *#pˈopuɾu# | *#pˈopur# {GOLD: #popˈor#}
880    | #kwadraːɡˈeːsimam# | *#parraɟ͡ʑˈesema# | *#pərɾəd͡ʒe̯ˈasemə# | *#pərəd͡ʒˈesimə# {GOLD: #pərˈesimj#}
881    | #roɡˈaː# | *#roɡˈa# | *#rɾuɡˈa# | *#ruɡˈa# {GOLD: #ruɡˈa#}
882    | #roɡaːtiˈoːnem# | *#roɡac͡ɕˈone# | *#rɾuɡət͡ʃˈune# | *#ruɡət͡ʃˈune# {GOLD: #ruɡət͡ʃˈune#}
883    | #kreaːtiˈoːnem# | *#krac͡ɕˈone# | *#kɾət͡ʃˈune# | *#krət͡ʃˈune# {GOLD: #krət͡ʃˈun#}
884    | #pˈaskʰa# | *#pˈaska# | *#pˈaskə# | *#pˈaskə# {GOLD: #pˈaskə#}
885    | #pˈaskʰae̯# | *#pˈasc͡ɕɛ# | *#pˈaʃte# | *#pˈaʃte# {GOLD: #pˈaʃte#}
886    | #serwˈaː# | *#serbˈa# | *#serbˈa# | *#serbˈa# {GOLD: #serbˈa#}
887    | #kommandˈaː# | *#kommandˈa# | *#kuməndˈa# | *#kumɨndˈa# {GOLD: #kumɨndˈa#}
888    | #kommendˈaː# | *#kommendˈa# | *#kumendˈa# | *#kumɨndˈa# {GOLD: #kumɨndˈa#}
889    | #monumˈentum# | *#monmˈɛntu# | *#monmˈentu# | *#monmˈɨnt# {GOLD: #mormˈɨnt#}
890    | #inkantˈaː# | *#enkantˈa# | *#enkəntˈa# | *#ɨnkɨntˈa# {GOLD: #ɨnkɨntˈa#}
891    | #tˈemplam# | *#tˈɛmpla# | *#tˈemplə# | *#tˈimplə# {GOLD: #tˈɨmplə#}
892    | #kantˈaː# | *#kantˈa# | *#kəntˈa# | *#kɨntˈa# {GOLD: #kɨntˈa#}
893    | #kʰˈartam# | *#kˈarta# | *#kˈartə# | *#kˈartə# {GOLD: #kˈarte#}
894    | #skrˈiːbe# | *#skrˈije# | *#skɾˈije# | *#skrˈije# {GOLD: #skrˈije#}
895    | #skriːptˈuːram# | *#skriptˈura# | *#skɾiptˈuɾə# | *#skriptˈurə# {GOLD: #skriptˈurə#}
896    | #buːkinˈaː# | *#buc͡ɕenˈa# | *#but͡ʃinˈa# | *#but͡ʃinˈa# {GOLD: #but͡ʃinˈa#}
897    | #bˈuːkinum# | *#bˈuc͡ɕenu# | *#bˈut͡ʃenu# | *#bˈut͡ʃin# {GOLD: #bˈut͡ʃin#}
898    | #kˈantikum# | *#kˈanteku# | *#kˈənteku# | *#kˈɨntek# {GOLD: #kˈɨntek#}
899    | #kʰˈordam# | *#kˈorda# | *#ko̯ˈardə# | *#ko̯ˈardə# {GOLD: #ko̯ˈardə#}
900    | #kˈitʰaram# | *#c͡ɕˈetara# | *#t͡ʃe̯ˈatəɾə# | *#t͡ʃe̯ˈatərə# {GOLD: #t͡ʃˈeterə#}
901    | #siːbilˈaː# | *#sjelˈa# | *#ʃeɾˈa# | *#ʃerˈa# {GOLD: #ʃwerˈa#}
902    | #sonˈaː# | *#sonˈa# | *#sunˈa# | *#sunˈa# {GOLD: #sunˈa#}
903    | #sˈonum# | *#sˈonu# | *#sˈunu# | *#sˈun# {GOLD: #sˈun#}
904    | #sˈonitum# | *#sˈonetu# | *#sˈunetu# | *#sˈunet# {GOLD: #sˈunet#}
905    | #wˈersum# | *#vˈɛrsu# | *#vjˈersu# | *#vjˈers# {GOLD: #vjˈers#}
906    | #jokˈaː# | *#ɟ͡ʑokˈa# | *#d͡ʒukˈa# | *#ʒukˈa# {GOLD: #ʒukˈa#}
907    | #jˈokum# | *#ɟ͡ʑˈoku# | *#d͡ʒˈoku# | *#ʒˈok# {GOLD: #ʒˈok#}
908    | #pertraːjˈike# | *#petrˈɛc͡ɕe# | *#petɾe̯ˈat͡ʃe# | *#petrˈet͡ʃe# {GOLD: #petrˈet͡ʃe#}
909    | #kaːnˈuːtum# | *#kanˈutu# | *#kənˈutu# | *#kərˈunt# {GOLD: #kərˈunt#}
910    | #ɡˈalbinum# | *#ɡˈalbenu# | *#ɡˈalbenu# | *#ɡˈalben# {GOLD: #ɡˈalben#}
911    | #mˈerum# | *#mˈɛru# | *#mjˈeɾu# | *#mjˈer# {GOLD: #mjˈer#}
912    | #rˈoseum# | *#rˈosju# | *#rɾˈoʃu# | *#rˈoʃ# {GOLD: #rˈoʃ#}
913    | #rˈussum# | *#rˈusu# | *#rɾˈusu# | *#rˈus# {GOLD: #rˈus#}
914    | #wˈenetum# | *#vˈɛnetu# | *#vjˈenetu# | *#vˈinət# {GOLD: #vˈɨnət#}
915    | #wirɡˈaːtum# | *#verɡˈatu# | *#verɡˈatu# | *#vərɡˈat# {GOLD: #vərɡˈat#}
916    | #dˈulke# | *#dˈulc͡ɕe# | *#dˈult͡ʃe# | *#dˈult͡ʃe# {GOLD: #dˈult͡ʃe#}
917    | #dulkˈorem# | *#dulkˈore# | *#dulko̯ˈaɾe# | *#dulko̯ˈare# {GOLD: #dulko̯ˈare#}
918    | #puːtˈoːrem# | *#putˈore# | *#puto̯ˈaɾe# | *#puto̯ˈare# {GOLD: #puto̯ˈare#}
919    | #pˈutridum# | *#pˈutredu# | *#pˈutɾedu# | *#pˈutred# {GOLD: #pˈutred#}
920    | #kaldˈoːrem# | *#kaldˈore# | *#kəldo̯ˈaɾe# | *#kəldo̯ˈare# {GOLD: #kəldˈurə#}
921    | #kˈalidum# | *#kˈaldu# | *#kˈaldu# | *#kˈald# {GOLD: #kˈald#}
922    | #ferwˈentem# | *#ferbˈɛnte# | *#ferbˈente# | *#ferbˈinte# {GOLD: #fjerbˈinte#}
923    | #rˈekeːns# | *#rˈɛc͡ɕe# | *#rɾe̯ˈat͡ʃe# | *#rˈet͡ʃe# {GOLD: #rˈet͡ʃe#}
924    | #apprehˈende# | *#aprjˈɛnde# | *#ap?0ˈende# | *#ap?1ˈinde# {GOLD: #aprˈinde#}
925    | #ˈaːrde# | *#ˈarde# | *#ˈarde# | *#ˈarde# {GOLD: #ˈarde#}
926    | #arsˈuːram# | *#arsˈura# | *#arsˈuɾə# | *#arsˈurə# {GOLD: #arsˈurə#}
927    | #kinˈusiam# | *#c͡ɕenˈusja# | *#t͡ʃenˈuʃə# | *#t͡ʃenˈuʃə# {GOLD: #t͡ʃenˈuʃə#}
928    | #fˈakulam# | *#fˈakula# | *#fˈakuɾə# | *#fˈakurə# {GOLD: #flˈakərə#}
929    | #flˈammam# | *#flˈamma# | *#flˈamə# | *#flˈamə# {GOLD: #flˈamə#}
930    | #fˈokum# | *#fˈoku# | *#fˈoku# | *#fˈok# {GOLD: #fˈok#}
931    | #fuːlˈiːɡinem# | *#fulˈiɟ͡ʑene# | *#fuɾˈid͡ʒene# | *#funˈind͡ʒine# {GOLD: #funˈind͡ʒine#}
932    | #fˈuːmum# | *#fˈumu# | *#fˈumu# | *#fˈum# {GOLD: #fˈum#}
933    | #inkˈende# | *#enc͡ɕˈɛnde# | *#ent͡ʃˈende# | *#ɨnt͡ʃˈinde# {GOLD: #ɨnt͡ʃˈinde#}
934    | #stˈinɡwe# | *#stˈenɟ͡ʑe# | *#stˈend͡ʒe# | *#stˈind͡ʒe# {GOLD: #stˈind͡ʒe#}
935    | #tiːtiˈoːnem# | *#tic͡ɕˈone# | *#tet͡ʃˈune# | *#tet͡ʃˈune# {GOLD: #tət͡ʃˈune#}
936    | #ˌaddˌeːˈante# | *#adˈente# | *#adˈente# | *#adˈinte# {GOLD: #adˈinte#}
937    | #ˌadhˈikke# | *#aˈec͡ɕe# | *#ae̯ˈat͡ʃe# | *#aˈet͡ʃe# {GOLD: #aˈit͡ʃj#}
938    | #ˌadmˈodo# | *#amˈodo# | *#amˈodu# | *#amˈod# {GOLD: #amˈu#}
939    | #ˌadfˈoraːs# | *#afˈora# | *#afo̯ˈaɾə# | *#afo̯ˈarə# {GOLD: #afˈarə#}
940    | #kˈontraː# | *#kˈotra# | *#ko̯ˈatɾə# | *#ko̯ˈatrə# {GOLD: #kˈətre#}
941    | #kurrˈendum# | *#kurrˈɛndu# | *#kurɾˈendu# | *#kurˈɨnd# {GOLD: #kurˈɨnd#}
942    | #dˌeːˌekkeˈinde# | *#dec͡ɕˈende# | *#det͡ʃˈende# | *#det͡ʃˈinde# {GOLD: #det͡ʃˈinde#}
943    | #ˌaddˌeːˌinˈillahoːram# | *#adenˈellara# | *#ad͡zine̯ˈawəɾə# | *#azine̯ˈawərə# {GOLD: #adine̯ˈawrj#}
944    | #dˌeːpˈarte# | *#depˈarte# | *#depˈarte# | *#depˈarte# {GOLD: #depˈarte#}
945    | #dˈeːpost# | *#dˈepo# | *#dˈepu# | *#dˈep# {GOLD: #dˈupə#}
946    | #ˌekkehˈikke# | *#ac͡ɕˈic͡ɕe# | *#at͡ʃˈit͡ʃe# | *#at͡ʃˈit͡ʃe# {GOLD: #at͡ʃˈit͡ʃe#}
947    | #ˌekkumhˈakke# | *#akumˈac͡ɕe# | *#akumˈat͡ʃe# | *#akumˈat͡ʃe# {GOLD: #ɨnko̯ˈat͡ʃe#}
948    | #ˌekkumˈillok# | *#akumˈello# | *#akumˈelu# | *#akumˈəl# {GOLD: #akˈolo#}
949    | #ˌekkummˈodo# | *#akummˈodo# | *#akumˈodu# | *#akumˈod# {GOLD: #akˈum#}
950    | #hˈaːkdˈieː# | *#ˈad͡zʲe# | *#ˈad͡ze# | *#ˈaze# {GOLD: #ˈazj#}
951    | #illˈaːk# | *#ellˈa# | *#elˈa# | *#lˈa# {GOLD: #lˈa#}
952    | #ˈin# | *#ˈin# | *#ˈin# | *#ˈɨn# {GOLD: #ˈɨn#}
953    | #ˌinˌabˈinte# | *#enavˈente# | *#enəvˈente# | *#ɨnəvˈinte# {GOLD: #ɨnaˈinte#}
954    | #ˌinˌadˈintroː# | *#enadˈentro# | *#enədˈentɾu# | *#ɨnədˈintru# {GOLD: #ɨnəˈuntru#}
955    | #ˌinadpˈost# | *#enapˈoj# | *#enəpˈoj# | *#ɨnəpˈoj# {GOLD: #ɨnapˈoj#}
956    | #ˌinkˈontraː# | *#enkˈotra# | *#enko̯ˈatɾə# | *#ɨnko̯ˈatrə# {GOLD: #ɨnkˈotro#}
957    | #ˌindˈeretro# | *#endˈɛret# | *#ende̯ˈaɾet# | *#ɨndˈeret# {GOLD: #ɨndˈərət#}
958    | #ˈintro# | *#ˈentro# | *#ˈentɾu# | *#ˈɨntru# {GOLD: #ˈɨntru#}
959    | #lˈonɡumad# | *#lˈonɡuma# | *#lˈunɡumə# | *#lˈunɡumə# {GOLD: #lˈɨnɡə#}
960    | #nˈowum# | *#nˈou# | *#nˈow# | *#nˈow# {GOLD: #nˈow#}
961    | #pˌerˈinter# | *#prˈentre# | *#pɾˈentɾe# | *#prˈintre# {GOLD: #prˈintre#}
962    | #pˌerˈintroː# | *#prˈentro# | *#pɾˈentɾu# | *#prˈintru# {GOLD: #prˈintru#}
963    | #pˈost# | *#pˈoj# | *#pˈoj# | *#pˈoj# {GOLD: #pˈoj#}
964    | #sˈubtus# | *#sˈubtu# | *#sˈubtu# | *#sˈub# {GOLD: #sˈub#}
965    | #sˈuper# | *#sprˈɛ# | *#spɾˈe# | *#sprˈe# {GOLD: #sprˈe#}
966    | #sˈuːrsum# | *#sˈusu# | *#sˈusu# | *#sˈus# {GOLD: #sˈus#}
967    | #tardˈiːwum# | *#tardˈiu# | *#tərd͡zˈiw# | *#tɨrzˈiw# {GOLD: #tɨrzˈiw#}
968    | #temporˈiːwum# | *#temporˈiu# | *#tempuɾˈiw# | *#timpurˈiw# {GOLD: #timpurˈiw#}
969    | #ˈumkwam# | *#ˈumpa# | *#ˈumpə# | *#ˈumpə# {GOLD: #ˈɨnkə#}
970    | #ˈunde# | *#ˈunde# | *#ˈunde# | *#ˈunde# {GOLD: #ˈunde#}
971    | #wˈetulum# | *#vˈɛklu# | *#vjˈekʎu# | *#vˈekj# {GOLD: #vˈekj#}
972    | #wiːkˈiːnum# | *#vic͡ɕˈinu# | *#vet͡ʃˈinu# | *#vet͡ʃˈin# {GOLD: #vet͡ʃˈin#}
973    | #ˌabbˈatte# | *#abˈate# | *#abˈate# | *#abˈate# {GOLD: #abˈate#}
974    | #ˌadkellˈaː# | *#ac͡ɕellˈa# | *#at͡ʃelˈa# | *#at͡ʃelˈa# {GOLD: #at͡ʃuˈa#}
975    | #allarɡˈaː# | *#allarɡˈa# | *#alərɡˈa# | *#alərɡˈa# {GOLD: #alerɡˈa#}
976    | #appropiˈaː# | *#apropjˈa# | *#apɾopjˈa# | *#apropjˈa# {GOLD: #apropjˈa#}
977    | #assediˈaː# | *#ased͡zʲˈa# | *#ased͡zˈa# | *#asezˈa# {GOLD: #aʃezˈa#}
978    | #kadˈeː# | *#kadˈe# | *#kəde̯ˈa# | *#kəde̯ˈa# {GOLD: #kəde̯ˈa#}
979    | #kalkˈaː# | *#kalkˈa# | *#kəlkˈa# | *#kəlkˈa# {GOLD: #kˈɨlka#}
980    | #kˌollokˈaː# | *#kollokˈa# | *#kulukˈa# | *#kulukˈa# {GOLD: #kulkˈa#}
981    | #eːraːdiːkˈaː# | *#eradikˈa# | *#eɾəd͡zikˈa# | *#rəzikˈa# {GOLD: #ridikˈa#}
982    | #erraːtikˈiː# | *#erratec͡ɕˈi# | *#erɾətet͡ʃˈi# | *#rətət͡ʃˈi# {GOLD: #rətət͡ʃˈi#}
983    | #eːrunkˈaː# | *#arunkˈa# | *#aɾunkˈa# | *#arunkˈa# {GOLD: #arunkˈa#}
984    | #fˈuɡam# | *#fˈuɡa# | *#fˈuɡə# | *#fˈuɡə# {GOLD: #fˈuɡə#}
985    | #fuɡˈiː# | *#fuɟ͡ʑˈi# | *#fud͡ʒˈi# | *#fud͡ʒˈi# {GOLD: #fud͡ʒˈi#}
986    | #intrˈaː# | *#entrˈa# | *#entɾˈa# | *#ɨntrˈa# {GOLD: #intrˈa#}
987    | #luːbrikˈaː# | *#luwrekˈa# | *#luɾekˈa# | *#lurekˈa# {GOLD: #lunekˈa#}
988    | #mˈerɡe# | *#mˈɛrɟ͡ʑe# | *#mje̯ˈard͡ʒe# | *#mˈerd͡ʒe# {GOLD: #mˈerd͡ʒe#}
989    | #perambulˈaː# | *#prambulˈa# | *#pɾəmbuɾˈa# | *#prɨmburˈa# {GOLD: #plimbˈa#}
990    | #plikˈaː# | *#plekˈa# | *#plekˈa# | *#plekˈa# {GOLD: #plekˈa#}
991    | #proːkˈeːde# | *#proc͡ɕˈede# | *#pɾut͡ʃe̯ˈade# | *#prut͡ʃˈede# {GOLD: #purt͡ʃˈede#}
992    | #salˈiː# | *#salˈi# | *#səɾˈi# | *#sərˈi# {GOLD: #sərˈi#}
993    | #saltˈaː# | *#saltˈa# | *#səltˈa# | *#səltˈa# {GOLD: #səltˈa#}
994    | #sedˈeː# | *#sedˈe# | *#sede̯ˈa# | *#sede̯ˈa# {GOLD: #ʃede̯ˈa#}
995    | #stˈaː# | *#stˈa# | *#stˈa# | *#stˈa# {GOLD: #stˈa#}
996    | #subˈiː# | *#suˈi# | *#suˈi# | *#suˈi# {GOLD: #suˈi#}
997    | #tenˈeː# | *#tenˈe# | *#t͡sine̯ˈa# | *#t͡sine̯ˈa# {GOLD: #t͡sine̯ˈa#}
998    | #traːjˈike# | *#trˈɛc͡ɕe# | *#tɾe̯ˈat͡ʃe# | *#trˈet͡ʃe# {GOLD: #trˈet͡ʃe#}
999    | #wenˈiː# | *#venˈi# | *#venˈi# | *#venˈi# {GOLD: #venˈi#}
1000   | #ˌadreːktˈaː# | *#arreptˈa# | *#arɾeptˈa# | *#arəptˈa# {GOLD: #arətˈa#}
1001   | #applikˈaː# | *#aplekˈa# | *#aplekˈa# | *#aplekˈa# {GOLD: #aplekˈa#}
1002   | #attˈinɡe# | *#atˈenɟ͡ʑe# | *#atˈend͡ʒe# | *#atˈind͡ʒe# {GOLD: #atˈind͡ʒe#}
1003   | #bˈattue# | *#bˈate# | *#bˈate# | *#bˈate# {GOLD: #bˈate#}
1004   | #awkupˈaː# | *#apukˈa# | *#apukˈa# | *#apukˈa# {GOLD: #apukˈa#}
1005   | #kˌomprˈende# | *#koprˈɛnde# | *#kopɾˈende# | *#koprˈinde# {GOLD: #kuprˈinde#}
1006   | #dˈaː# | *#dˈa# | *#dˈa# | *#dˈa# {GOLD: #dˈa#}
1007   | #eksbˈattue# | *#zbˈate# | *#zbˈate# | *#zbˈate# {GOLD: #zbˈate#}
1008   | #ekskˈute# | *#skˈute# | *#skˈute# | *#skˈute# {GOLD: #sko̯ˈate#}
1009   | #frikˈaː# | *#frekˈa# | *#fɾekˈa# | *#frekˈa# {GOLD: #frekˈa#}
1010   | #frikaːtˈuːram# | *#frekatˈura# | *#fɾekətˈuɾə# | *#frekətˈurə# {GOLD: #frekətˈurə#}
1011   | #ˌinɡannˈaː# | *#enɡannˈa# | *#enɡənnˈa# | *#ɨnɡɨnˈa# {GOLD: #ɨnɡɨnˈa#}
1012   | #laksˈaː# | *#lasˈa# | *#ləsˈa# | *#ləsˈa# {GOLD: #ləsˈa#}
1013   | #pˈoːne# | *#pˈone# | *#pˈune# | *#pˈune# {GOLD: #pˈune#}
1014   | #rˈumpe# | *#rˈumpe# | *#rɾˈumpe# | *#rˈumpe# {GOLD: #rˈupe#}
1015   | #skarpinˈaː# | *#skarpenˈa# | *#skərpjinˈa# | *#skərpinˈa# {GOLD: #skərpinˈa#}
1016   | #spˈarɡe# | *#spˈarɟ͡ʑe# | *#spˈard͡ʒe# | *#spˈard͡ʒe# {GOLD: #spˈard͡ʒe#}
1017   | #strˈinɡe# | *#strˈenɟ͡ʑe# | *#stɾˈend͡ʒe# | *#strˈind͡ʒe# {GOLD: #strˈɨnd͡ʒe#}
1018   | #okkaːsionˈaː# | *#okasjonˈa# | *#ukəʃunˈa# | *#ukəʃunˈa# {GOLD: #kəʃunˈa#}
1019   | #sˈortem# | *#sˈorte# | *#so̯ˈarte# | *#so̯ˈarte# {GOLD: #so̯ˈarte#}
1020   | #ˌadwˈiks# | *#abˈij# | *#abjˈij# | *#abˈij# {GOLD: #abˈi#}
1021   | #bˈonum# | *#bˈonu# | *#bˈunu# | *#bˈun# {GOLD: #bˈun#}
1022   | #kˈatam# | *#kˈata# | *#kˈatə# | *#kˈatə# {GOLD: #kˈate#}
1023   | #kˈum# | *#kˈu# | *#kˈu# | *#kˈu# {GOLD: #kˈu#}
1024   | #fˈoraːs# | *#fˈora# | *#fo̯ˈaɾə# | *#fo̯ˈarə# {GOLD: #fˈərə#}
1025   | #inkˈipe# | *#enc͡ɕˈepe# | *#ent͡ʃe̯ˈape# | *#ɨnt͡ʃˈepe# {GOLD: #ɨnt͡ʃˈepe#}
1026   | #potˈeː# | *#potˈe# | *#pute̯ˈa# | *#pute̯ˈa# {GOLD: #pute̯ˈa#}
1027   | #kwˈaːlem# | *#kˈale# | *#kˈaɾe# | *#kˈare# {GOLD: #kˈare#}
1028   | #kwˈam# | *#kˈa# | *#kˈa# | *#kˈa# {GOLD: #kˈa#}
1029   | #kˈoːmoː# | *#kˈomo# | *#kˈomu# | *#kˈom# {GOLD: #kˈum#}
1030   | #rˈeum# | *#rˈɛw̥# | *#rɾˈew̥# | *#rˈəw# {GOLD: #rˈəw#}
1031   | #sˈiːk# | *#sˈi# | *#ʃˈi# | *#ʃˈi# {GOLD: #ʃˈi#}
1032   | #seːminˈaː# | *#semenˈa# | *#seminˈa# | *#seminˈa# {GOLD: #semənˈa#}
1033   | #sˈimilem# | *#sˈemele# | *#se̯ˈameɾe# | *#sˈemene# {GOLD: #se̯ˈamən#}
1034   | #abskˈonde# | *#askˈonde# | *#askˈunde# | *#askˈunde# {GOLD: #askˈunde#}
1035   | #ˌadmikstikˈaː# | *#amestekˈa# | *#amestekˈa# | *#amestekˈa# {GOLD: #amestekˈa#}
1036   | #astˈerne# | *#astˈɛrne# | *#aʃte̯ˈaɾne# | *#aʃtˈerne# {GOLD: #aʃtˈerne#}
1037   | #ˌadstupˈaː# | *#astupˈa# | *#astupˈa# | *#astupˈa# {GOLD: #astupˈa#}
1038   | #alliɡˈaː# | *#alleɡˈa# | *#aleɡˈa# | *#aleɡˈa# {GOLD: #aleɡˈa#}
1039   | #apparˈaː# | *#aparˈa# | *#apəɾˈa# | *#apərˈa# {GOLD: #apərˈa#}
1040   | #astruikˈaː# | *#astrujkˈa# | *#astɾujkˈa# | *#astrujkˈa# {GOLD: #astrukˈa#}
1041   | #kawtˈaː# | *#kawtˈa# | *#kəwtˈa# | *#kəwtˈa# {GOLD: #kəwtˈa#}
1042   | #kooperˈiː# | *#koperˈi# | *#kopeɾˈi# | *#koperˈi# {GOLD: #koperˈi#}
1043   | #krepˈaː# | *#krepˈa# | *#kɾepˈa# | *#krepˈa# {GOLD: #krəpˈa#}
1044   | #kuːrˈaː# | *#kurˈa# | *#kuɾˈa# | *#kurˈa# {GOLD: #kurˈa#}
1045   | #deːspikˈaː# | *#despekˈa# | *#despekˈa# | *#despekˈa# {GOLD: #despikˈa#}
1046   | #dˈiːriɡe# | *#drˈiɟ͡ʑe# | *#dɾˈid͡ʒe# | *#drˈid͡ʒe# {GOLD: #drˈed͡ʒe#}
1047   | #diskoperˈiː# | *#deskoperˈi# | *#deskopeɾˈi# | *#deskoperˈi# {GOLD: #deskoperˈi#}
1048   | #ekskurtˈaː# | *#skurtˈa# | *#skurtˈa# | *#skurtˈa# {GOLD: #skurtˈa#}
1049   | #ekspulwerˈaː# | *#spulberˈa# | *#spulbeɾˈa# | *#spulberˈa# {GOLD: #spulberˈa#}
1050   | #ekstˈerɡe# | *#stˈɛrɟ͡ʑe# | *#ʃte̯ˈard͡ʒe# | *#ʃtˈerd͡ʒe# {GOLD: #ʃtˈerd͡ʒe#}
1051   | #ekstˈorkwe# | *#stˈorc͡ɕe# | *#sto̯ˈart͡ʃe# | *#sto̯ˈart͡ʃe# {GOLD: #sto̯ˈart͡ʃe#}
